flight,date,aircraft,ori,des,start_time,end_time,duration
4528,7/1/06,A320#21,MRS,CDG,12:05,13:35,1:30
3123,7/1/06,A318#6,ORY,BOD,12:10,13:15,1:05
2869,7/1/06,A319#14,ORY,MRS,12:10,13:25,1:15
4197,7/1/06,A320#15,ORY,MLH,12:10,13:10,1:00
2796,7/1/06,BAE200#3,ORY,LRT,12:10,13:15,1:05
4602,7/1/06,A319#1,BES,CDG,12:15,13:35,1:20
4411,7/1/06,A319#3,ORY,MPL,12:15,13:30,1:15
4507,7/1/06,A320#14,CDG,LYS,12:15,13:25,1:10
4394,7/1/06,ERJ135#1,FSC,ORY,12:15,14:00,1:45
2517,7/1/06,F100#3,TLS,NTE,12:15,13:15,1:00
4410,7/1/06,A321#5,MPL,ORY,12:20,13:40,1:20
4337,7/1/06,ERJ145#1,ORY,AVN,12:20,13:35,1:15
2655,7/1/06,F100#1,BES,LYS,12:20,13:50,1:30
38,7/1/06,TranspCom#2,CDG,ORY,12:20,12:50,0:30
110,7/1/06,TranspCom#4,ORY,CDG,12:20,12:50,0:30
4487,7/1/06,A321#3,CDG,BOD,12:25,13:45,1:20
2658,7/1/06,F100#4,MRS,BES,12:25,14:05,1:40
4369,7/1/06,A319#6,ORY,TLN,12:30,13:50,1:20
2582,7/1/06,BAE300#1,CDG,LIG,12:30,13:45,1:15
2584,7/1/06,ERJ145#3,CDG,RNS,12:30,13:35,1:05
2595,7/1/06,ERJ145#4,CFR,LYS,12:30,13:40,1:10
3086,7/1/06,A319#11,NCE,ORY,12:35,14:00,1:25
4679,7/1/06,A319#13,LIL,LYS,12:35,13:50,1:15
4501,7/1/06,A320#12,CDG,BIQ,12:35,14:00,1:25
4490,7/1/06,A320#16,BOD,CDG,12:35,14:00,1:25
2919,7/1/06,A320#5,ORY,MRS,12:35,13:50,1:15
2619,7/1/06,F100#6,RNS,LYS,12:35,13:50,1:15
4506,7/1/06,A318#7,LYS,CDG,12:40,13:50,1:10
2986,7/1/06,A320#9,TLS,ORY,12:40,14:00,1:20
4546,7/1/06,CRJ700#2,MPL,CDG,12:40,14:10,1:30
111,7/1/06,TranspCom#1,ORY,CDG,12:40,13:10,0:30
39,7/1/06,TranspCom#3,CDG,ORY,12:40,13:10,0:30
4668,7/1/06,A320#18,BOD,LYS,12:45,13:55,1:10
2985,7/1/06,A320#10,ORY,TLS,12:50,14:00,1:10
4577,7/1/06,A320#22,CDG,NCE,12:50,13:25,0:35
4348,7/1/06,CRJ100#1,BIQ,ORY,12:50,14:10,1:20
2629,7/1/06,A318#3,MRS,NTE,12:55,14:20,1:25
4349,7/1/06,ERJ145#2,ORY,LDE,12:55,14:15,1:20
3091,7/1/06,A319#9,ORY,NCE,13:00,14:20,1:20
2798,7/1/06,BAE300#2,ORY,LRT,13:00,14:05,1:05
4585,7/1/06,F100#5,CDG,NTE,13:00,14:05,1:05
112,7/1/06,TranspCom#2,ORY,CDG,13:00,13:30,0:30
40,7/1/06,TranspCom#4,CDG,ORY,13:00,13:30,0:30
4232,7/1/06,A318#1,BES,ORY,13:05,14:20,1:15
3080,7/1/06,A318#5,NCE,ORY,13:05,14:30,1:25
4768,7/1/06,CRJ100#2,NCE,BOD,13:05,14:30,1:25
4700,7/1/06,ERJ145#5,NCE,LYS,13:05,14:00,0:55
4509,7/1/06,A319#18,CDG,LYS,13:10,14:20,1:10
4272,7/1/06,A321#2,LYS,ORY,13:10,14:15,1:05
4627,7/1/06,BAE300#3,CDG,SXB,13:10,14:20,1:10
2644,7/1/06,F100#2,SXB,LYS,13:10,14:10,1:00
41,7/1/06,TranspCom#1,CDG,ORY,13:20,13:50,0:30
113,7/1/06,TranspCom#3,ORY,CDG,13:20,13:50,0:30
1375,7/1/06,A320#3,ORY,BIA,13:25,15:00,1:35
2892,7/1/06,A319#8,MRS,ORY,13:30,14:50,1:20
3112,7/1/06,A319#5,NCE,ORY,13:35,15:00,1:25
4174,7/1/06,A320#13,SXB,ORY,13:35,14:35,1:00
2889,7/1/06,A320#17,ORY,MRS,13:35,14:50,1:15
4590,7/1/06,A320#6,NTE,CDG,13:35,14:40,1:05
4271,7/1/06,A320#11,ORY,LYS,13:40,14:45,1:05
2988,7/1/06,A320#7,TLS,ORY,13:40,15:00,1:20
42,7/1/06,TranspCom#2,CDG,ORY,13:40,14:10,0:30
114,7/1/06,TranspCom#4,ORY,CDG,13:40,14:10,0:30
148,7/1/06,A320#4,MLH,CDG,13:50,15:05,1:15
2989,7/1/06,A320#8,ORY,TLS,13:50,15:00,1:10
2626,7/1/06,F100#3,NTE,MRS,13:50,15:10,1:20
4202,7/1/06,A320#15,MLH,ORY,13:55,15:05,1:10
4568,7/1/06,A321#4,NCE,CDG,13:55,15:30,1:35
3081,7/1/06,A318#8,ORY,NCE,14:00,15:20,1:20
2874,7/1/06,A320#23,MRS,ORY,14:00,15:20,1:20
2797,7/1/06,BAE200#3,LRT,ORY,14:00,15:05,1:05
4213,7/1/06,CRJ100#3,RNS,ORY,14:00,15:05,1:05
5093,7/1/06,CRJ100#4,AMS,CFE,14:00,15:30,1:30
3063,7/1/06,CRJ700#3,ORY,NCE,14:00,15:25,1:25
115,7/1/06,TranspCom#1,ORY,CDG,14:00,14:30,0:30
43,7/1/06,TranspCom#3,CDG,ORY,14:00,14:30,0:30
3082,7/1/06,A318#4,NCE,ORY,14:05,15:30,1:25
3128,7/1/06,A318#6,BOD,ORY,14:05,15:15,1:10
4388,7/1/06,A319#7,PGF,ORY,14:05,15:30,1:25
2609,7/1/06,BAE200#2,NCE,RNS,14:05,15:45,1:40
4322,7/1/06,A319#2,PUF,ORY,14:10,15:30,1:20
4634,7/1/06,A320#19,SXB,CDG,14:10,15:20,1:10
4412,7/1/06,A319#3,MPL,ORY,14:20,15:40,1:20
116,7/1/06,TranspCom#2,ORY,CDG,14:20,14:50,0:30
44,7/1/06,TranspCom#4,CDG,ORY,14:20,14:50,0:30
4519,7/1/06,A318#7,CDG,CFE,14:25,15:25,1:00
4171,7/1/06,A319#12,ORY,SXB,14:25,15:25,1:00
4413,7/1/06,A321#5,ORY,MPL,14:25,15:40,1:15
4619,7/1/06,A318#2,ETZ,MRS,14:30,16:10,1:40
2896,7/1/06,A320#5,MRS,ORY,14:30,15:50,1:20
5126,7/1/06,CRJ700#1,AMS,TLS,14:30,16:25,1:55
2656,7/1/06,F100#1,LYS,BES,14:30,15:55,1:25
4432,7/1/06,A319#4,AJA,ORY,14:35,16:15,1:40
4529,7/1/06,A320#21,CDG,MRS,14:35,16:00,1:25
4370,7/1/06,A319#6,TLN,ORY,14:40,16:05,1:25
4239,7/1/06,A320#1,ORY,BES,14:40,15:50,1:10
2992,7/1/06,A320#10,TLS,ORY,14:40,16:00,1:20
4435,7/1/06,A320#2,AJA,ORY,14:40,16:20,1:40
4569,7/1/06,A320#24,CDG,NCE,14:40,16:15,1:35
45,7/1/06,TranspCom#1,CDG,ORY,14:40,15:10,0:30
117,7/1/06,TranspCom#3,ORY,CDG,14:40,15:10,0:30
4601,7/1/06,A319#1,CDG,BES,14:45,16:00,1:15
4678,7/1/06,A319#13,LYS,LIL,14:45,16:00,1:15
2620,7/1/06,F100#6,LYS,RNS,14:45,16:05,1:20
2991,7/1/06,A320#9,ORY,TLS,14:50,16:00,1:10
2878,7/1/06,A319#14,MRS,ORY,14:55,16:05,1:10
4669,7/1/06,A320#18,LYS,BOD,14:55,16:00,1:05
2585,7/1/06,ERJ145#3,RNS,CDG,14:55,15:55,1:00
3083,7/1/06,A318#5,ORY,NCE,15:00,16:20,1:20
4649,7/1/06,A319#10,CDG,TLS,15:00,16:25,1:25
4705,7/1/06,A320#20,LYS,TLS,15:00,16:05,1:05
4650,7/1/06,A321#1,TLS,CDG,15:00,16:30,1:30
4279,7/1/06,A321#2,ORY,LYS,15:00,16:05,1:05
2601,7/1/06,ERJ135#2,URO,LEH,15:00,15:20,0:20
2596,7/1/06,ERJ145#4,LYS,CFR,15:00,16:15,1:15
4695,7/1/06,ERJ145#5,LYS,NCE,15:00,16:00,1:00
2643,7/1/06,F100#2,LYS,SXB,15:00,16:00,1:00
46,7/1/06,TranspCom#2,CDG,ORY,15:00,15:30,0:30
118,7/1/06,TranspCom#4,ORY,CDG,15:00,15:30,0:30
3084,7/1/06,A319#9,NCE,ORY,15:05,16:30,1:25
4763,7/1/06,CRJ100#2,BOD,NCE,15:05,16:20,1:15
3127,7/1/06,A319#11,ORY,BOD,15:10,16:15,1:05
4628,7/1/06,BAE300#3,SXB,CDG,15:15,16:25,1:10
4586,7/1/06,F100#5,NTE,CDG,15:15,16:20,1:05
4530,7/1/06,A319#17,MRS,CDG,15:20,16:50,1:30
119,7/1/06,TranspCom#1,ORY,CDG,15:20,15:50,0:30
47,7/1/06,TranspCom#3,CDG,ORY,15:20,15:50,0:30
2900,7/1/06,A320#17,MRS,ORY,15:30,16:50,1:20
4492,7/1/06,A321#3,BOD,CDG,15:30,16:55,1:25
4365,7/1/06,A319#5,ORY,TLN,15:35,16:55,1:20
2895,7/1/06,A319#8,ORY,MRS,15:35,16:50,1:15
4389,7/1/06,A320#13,ORY,PGF,15:35,17:00,1:25
4578,7/1/06,A320#22,NCE,CDG,15:35,17:10,1:35
2996,7/1/06,A320#8,TLS,ORY,15:40,17:00,1:20
2602,7/1/06,ERJ135#2,LEH,LYS,15:40,17:10,1:30
120,7/1/06,TranspCom#2,ORY,CDG,15:40,16:10,0:30
48,7/1/06,TranspCom#4,CDG,ORY,15:40,16:10,0:30
149,7/1/06,A320#4,CDG,MLH,15:45,16:55,1:10
2625,7/1/06,F100#3,MRS,NTE,15:45,17:10,1:25
1380,7/1/06,A320#3,BIA,ORY,15:50,17:25,1:35
2995,7/1/06,A320#7,ORY,TLS,15:50,17:00,1:10
4351,7/1/06,CRJ100#1,ORY,BIQ,15:55,17:10,1:15
3085,7/1/06,A318#4,ORY,NCE,16:00,17:20,1:20
4508,7/1/06,A320#14,LYS,CDG,16:00,17:10,1:10
49,7/1/06,TranspCom#1,CDG,ORY,16:00,16:30,0:30
121,7/1/06,TranspCom#3,ORY,CDG,16:00,16:30,0:30
4520,7/1/06,A318#7,CFE,CDG,16:05,17:10,1:05
3102,7/1/06,A318#8,NCE,ORY,16:05,17:30,1:25
4276,7/1/06,A320#11,LYS,ORY,16:10,17:15,1:05
4510,7/1/06,A319#18,LYS,CDG,16:15,17:25,1:10
4415,7/1/06,A319#3,ORY,MPL,16:15,17:30,1:15
4593,7/1/06,A320#6,CDG,NTE,16:15,17:20,1:05
4214,7/1/06,CRJ100#3,ORY,RNS,16:15,17:15,1:00
4319,7/1/06,A319#2,ORY,PUF,16:20,17:35,1:15
4352,7/1/06,A320#12,BIQ,ORY,16:20,17:40,1:20
50,7/1/06,TranspCom#2,CDG,ORY,16:20,16:50,0:30
122,7/1/06,TranspCom#4,ORY,CDG,16:20,16:50,0:30
4414,7/1/06,A321#5,MPL,ORY,16:25,17:45,1:20
4629,7/1/06,A320#19,CDG,SXB,16:30,17:40,1:10
4238,7/1/06,A320#1,BES,ORY,16:35,17:50,1:15
2899,7/1/06,A320#5,ORY,MRS,16:35,17:50,1:15
2525,7/1/06,BAE200#3,ORY,UIP,16:35,17:40,1:05
3000,7/1/06,A320#9,TLS,ORY,16:40,18:00,1:20
5094,7/1/06,CRJ100#4,CFE,AMS,16:40,18:15,1:35
123,7/1/06,TranspCom#1,ORY,CDG,16:40,17:10,0:30
51,7/1/06,TranspCom#3,CDG,ORY,16:40,17:10,0:30
2999,7/1/06,A320#10,ORY,TLS,16:50,18:00,1:10
4274,7/1/06,A321#2,LYS,ORY,16:50,17:55,1:05
4301,7/1/06,A318#1,ORY,CFE,16:55,17:50,0:55
4664,7/1/06,A320#18,BOD,LYS,16:55,18:05,1:10
4706,7/1/06,A320#20,TLS,LYS,16:55,17:55,1:00
4596,7/1/06,A319#1,BES,CDG,17:00,18:20,1:20
4180,7/1/06,A319#12,SXB,ORY,17:00,18:00,1:00
4437,7/1/06,A319#4,ORY,AJA,17:00,18:40,1:40
2870,7/1/06,A320#21,MRS,ORY,17:00,18:20,1:20
124,7/1/06,TranspCom#2,ORY,CDG,17:00,17:30,0:30
52,7/1/06,TranspCom#4,CDG,ORY,17:00,17:30,0:30
3090,7/1/06,A318#5,NCE,ORY,17:05,18:30,1:25
3134,7/1/06,A319#11,BOD,ORY,17:05,18:15,1:10
3106,7/1/06,A320#24,NCE,ORY,17:05,18:30,1:25
5127,7/1/06,CRJ700#1,TLS,AMS,17:05,19:15,2:10
3135,7/1/06,A319#14,ORY,BOD,17:10,18:15,1:05
4459,7/1/06,A319#7,ORY,BIA,17:10,18:45,1:35
3099,7/1/06,A319#9,ORY,NCE,17:10,18:30,1:20
4436,7/1/06,A320#2,ORY,AJA,17:10,18:50,1:40
4652,7/1/06,A319#10,TLS,CDG,17:15,18:45,1:30
4641,7/1/06,ERJ145#3,CDG,PUF,17:20,18:50,1:30
53,7/1/06,TranspCom#1,CDG,ORY,17:20,17:50,0:30
125,7/1/06,TranspCom#3,ORY,CDG,17:20,17:50,0:30
3131,7/1/06,A318#6,ORY,BOD,17:25,18:30,1:05
4651,7/1/06,A321#1,CDG,TLS,17:25,18:50,1:25
4571,7/1/06,A321#4,CDG,NCE,17:25,19:00,1:35
2908,7/1/06,A319#8,MRS,ORY,17:30,18:50,1:20
2663,7/1/06,CRJ100#2,NCE,FSC,17:30,18:25,0:55
4531,7/1/06,A319#17,CDG,MRS,17:35,19:00,1:25
4368,7/1/06,A319#5,TLN,ORY,17:35,19:00,1:25
2903,7/1/06,A320#17,ORY,MRS,17:35,18:50,1:15
150,7/1/06,A320#4,MLH,CDG,17:35,18:50,1:15
3004,7/1/06,A320#7,TLS,ORY,17:40,19:00,1:20
54,7/1/06,TranspCom#2,CDG,ORY,17:40,18:10,0:30
126,7/1/06,TranspCom#4,ORY,CDG,17:40,18:10,0:30
4549,7/1/06,A320#16,CDG,MPL,17:45,19:10,1:25
4489,7/1/06,A321#3,CDG,BOD,17:45,19:05,1:20
4631,7/1/06,BAE300#3,CDG,SXB,17:45,18:50,1:05
4390,7/1/06,A320#13,PGF,ORY,17:50,19:15,1:25
3003,7/1/06,A320#8,ORY,TLS,17:50,19:00,1:10
2603,7/1/06,ERJ135#2,LYS,URO,17:50,19:10,1:20
4371,7/1/06,A319#6,ORY,TLN,17:55,19:15,1:20
4511,7/1/06,A320#14,CDG,LYS,17:55,19:05,1:10
4354,7/1/06,CRJ100#1,BIQ,ORY,18:00,19:20,1:20
127,7/1/06,TranspCom#1,ORY,CDG,18:00,18:30,0:30
55,7/1/06,TranspCom#3,CDG,ORY,18:00,18:30,0:30
3092,7/1/06,A318#4,NCE,ORY,18:05,19:30,1:25
4594,7/1/06,A320#6,NTE,CDG,18:05,19:10,1:05
4416,7/1/06,A319#3,MPL,ORY,18:20,19:40,1:20
4347,7/1/06,A320#12,ORY,BIQ,18:20,19:35,1:15
128,7/1/06,TranspCom#2,ORY,CDG,18:20,18:50,0:30
56,7/1/06,TranspCom#4,CDG,ORY,18:20,18:50,0:30
2967,7/1/06,A320#11,ORY,TLS,18:25,19:45,1:20
4630,7/1/06,A320#19,SXB,CDG,18:25,19:35,1:10
4324,7/1/06,A319#2,PUF,ORY,18:30,19:50,1:20
4575,7/1/06,A320#22,CDG,NCE,18:30,20:05,1:35
2912,7/1/06,A320#5,MRS,ORY,18:30,19:50,1:20
4407,7/1/06,A321#5,ORY,MPL,18:30,19:35,1:05
2907,7/1/06,A320#23,ORY,MRS,18:35,19:50,1:15
3008,7/1/06,A320#10,TLS,ORY,18:40,20:00,1:20
4275,7/1/06,A321#2,ORY,LYS,18:40,19:45,1:05
57,7/1/06,TranspCom#1,CDG,ORY,18:40,19:10,0:30
129,7/1/06,TranspCom#3,ORY,CDG,18:40,19:10,0:30
4203,7/1/06,A320#15,ORY,MLH,18:45,19:45,1:00
4730,7/1/06,A320#20,LYS,NTE,18:45,20:00,1:15
4620,7/1/06,A318#2,MRS,ETZ,18:50,20:30,1:40
3007,7/1/06,A320#9,ORY,TLS,18:50,20:00,1:10
3093,7/1/06,A318#5,ORY,NCE,19:00,20:20,1:20
4665,7/1/06,A320#18,LYS,BOD,19:00,20:05,1:05
1377,7/1/06,A320#3,ORY,BIA,19:00,20:35,1:35
5166,7/1/06,CRJ100#4,AMS,BOD,19:00,20:50,1:50
2586,7/1/06,CRJ700#2,CDG,RNS,19:00,19:55,0:55
58,7/1/06,TranspCom#2,CDG,ORY,19:00,19:30,0:30
130,7/1/06,TranspCom#4,ORY,CDG,19:00,19:30,0:30
2867,7/1/06,A320#21,ORY,MRS,19:10,20:25,1:15
3071,7/1/06,A320#24,ORY,MRS,19:20,20:35,1:15
131,7/1/06,TranspCom#1,ORY,CDG,19:20,19:50,0:30
59,7/1/06,TranspCom#3,CDG,ORY,19:20,19:50,0:30
3138,7/1/06,A318#6,BOD,ORY,19:25,20:35,1:10
4655,7/1/06,A319#10,CDG,TLS,19:25,20:50,1:25
4189,7/1/06,A319#8,ORY,SXB,19:25,20:25,1:00
3094,7/1/06,A319#9,NCE,CFE,19:25,20:25,1:00
4434,7/1/06,A319#4,AJA,ORY,19:30,21:10,1:40
2604,7/1/06,ERJ135#2,URO,LEH,19:30,19:50,0:20
4642,7/1/06,ERJ145#3,PUF,CDG,19:30,21:00,1:30
4454,7/1/06,A319#7,BIA,ORY,19:35,21:10,1:35
132,7/1/06,TranspCom#2,ORY,CDG,19:40,20:10,0:30
60,7/1/06,TranspCom#4,CDG,ORY,19:40,20:10,0:30
4534,7/1/06,A319#17,MRS,CDG,19:45,21:15,1:30
4654,7/1/06,A321#1,TLS,CDG,19:45,21:15,1:30
4547,7/1/06,A319#15,CDG,MPL,19:50,21:15,1:25
3011,7/1/06,A320#7,ORY,TLS,19:50,21:00,1:10
4572,7/1/06,A321#4,NCE,ORY,19:50,21:15,1:25
4512,7/1/06,A320#14,LYS,LIG,19:55,20:55,1:00
151,7/1/06,A320#4,CDG,MLH,19:55,21:05,1:10
3095,7/1/06,A318#4,ORY,NCE,20:00,21:20,1:20
4595,7/1/06,A319#1,CDG,BES,20:00,21:15,1:15
4169,7/1/06,A320#13,ORY,SXB,20:00,21:00,1:00
4548,7/1/06,A320#16,MPL,CDG,20:00,21:30,1:30
4591,7/1/06,A320#6,CDG,NTE,20:00,21:05,1:05
61,7/1/06,TranspCom#1,CDG,ORY,20:00,20:30,0:30
133,7/1/06,TranspCom#3,ORY,CDG,20:00,20:30,0:30
4342,7/1/06,CRJ100#1,ORY,BIQ,20:05,21:20,1:15
5128,7/1/06,CRJ700#1,AMS,TLS,20:05,22:00,1:55
4637,7/1/06,F100#5,CDG,PUF,20:10,21:35,1:25
4421,7/1/06,A319#3,ORY,MPL,20:15,21:30,1:15
4533,7/1/06,A319#16,CDG,MRS,20:20,21:45,1:25
4237,7/1/06,A320#1,ORY,BES,20:20,21:30,1:10
62,7/1/06,TranspCom#2,CDG,ORY,20:20,20:50,0:30
134,7/1/06,TranspCom#4,ORY,CDG,20:20,20:50,0:30
4499,7/1/06,A318#7,CDG,BIQ,20:25,21:50,1:25
4321,7/1/06,A319#2,ORY,PUF,20:25,21:40,1:15
4358,7/1/06,A320#12,BIQ,ORY,20:25,21:45,1:20
4513,7/1/06,A319#18,CDG,LYS,20:30,21:40,1:10
4647,7/1/06,A320#19,CDG,TLS,20:30,21:55,1:25
135,7/1/06,TranspCom#1,ORY,CDG,20:40,21:10,0:30
63,7/1/06,TranspCom#3,CDG,ORY,20:40,21:10,0:30
136,7/1/06,TranspCom#2,ORY,CDG,21:00,21:30,0:30
64,7/1/06,TranspCom#4,CDG,ORY,21:00,21:30,0:30
65,7/1/06,TranspCom#1,CDG,ORY,21:20,21:50,0:30
137,7/1/06,TranspCom#3,ORY,CDG,21:20,21:50,0:30
66,7/1/06,TranspCom#2,CDG,ORY,21:40,22:10,0:30
138,7/1/06,TranspCom#4,ORY,CDG,21:40,22:10,0:30
139,7/1/06,TranspCom#1,ORY,CDG,22:00,22:30,0:30
67,7/1/06,TranspCom#3,CDG,ORY,22:00,22:30,0:30
140,7/1/06,TranspCom#2,ORY,CDG,22:20,22:50,0:30
68,7/1/06,TranspCom#4,CDG,ORY,22:20,22:50,0:30
69,7/1/06,TranspCom#1,CDG,ORY,22:40,23:10,0:30
141,7/1/06,TranspCom#3,ORY,CDG,22:40,23:10,0:30
70,7/1/06,TranspCom#2,CDG,ORY,23:00,23:30,0:30
142,7/1/06,TranspCom#4,ORY,CDG,23:00,23:30,0:30
143,7/1/06,TranspCom#1,ORY,CDG,23:20,23:50,0:30
71,7/1/06,TranspCom#3,CDG,ORY,23:20,23:50,0:30
144,7/1/06,TranspCom#2,ORY,CDG,23:40,0:10,0:30
72,7/1/06,TranspCom#4,CDG,ORY,23:40,0:10,0:30